text,label,rating,source,restaurant,location
"Had dinner at Acme for the first time on 23/11/14. Was fully booked so waited for about 15 mins for a table. Waiting area very small and warm. Top-notch location and top-notch prices but service not up to par. Plain water still wasn't served and cutlery not laid when the mains arrived. Had the Thai grilled chicken, and chestnut and mushroom stuffed chicken breast. Taste was good but portions a tad meagre. The highlight of the meal for me was the cafe latte. Banana carrot cake wasn't too bad. Go without expectations and if you want to splurge.",neutral,3.0,tripadvisor,Acme Bar & Coffee at The Troika,KL
"Wonderland and I really wondering why so many positive reviews and highly rate to this truly poor restaurant. We ordered the famous Lime steam fish and it tastes absolutely disgusting and terrible. I completely doubt the freshness and where they get the lime sauce from. It tastes alike artificial syrub. It was on fish, can you tell how disgraceful ?Salted egg squid was another disppointed dish ever we did order ! Taste was so plain, squids were so mini & you couldn't tell if that's salted egg. Possible to get another restaurant. Otherwise, Instant noodle could be a better option if this restaurant is your least choice.",negative,1.0,tripadvisor,Wonderland Food Store,Langkawi
Great food and chill environment,positive,5.0,google,Quivo,Petaling Jaya
"We went to this place to have a quick lunch,but unlucky we wasted more than 2 hours there with their poor service.Can't cancelled the bill due to payment done after ordered.Most of the foods that show in the menu are not in supply..poor,slow  service..",negative,1.0,tripadvisor,Geographer Cafe,Melaka
food delicious but compared from last month increased price cheese nan Rm 6.00 to Rm 8.00.. 34% ..expensive,negative,2.0,google,RSMY,KL
"The food is normal, and the environment is a bit noisy",neutral,3.0,google,Permas Jaya One Two Eat Cafe,JB
"They claimed they get guided by 2 Michelin star chef. I think the owner is such full of lie. Keep saying that their price range is expensive. But the counter seat is not proper counter table. Cheap design and material.Food menu no price and course price also depends on how they judge the customers.I hope the authority will take action to this restaurant. Arrogant and disrespect the law .Such ashamed for Japanese friend that I brought. Chef arguing with staff, and staff is clueless and doesn't know what we are serving. Terrible experience. I regret I came.",negative,1.0,tripadvisor,Kisho Japanese Restaurant,JB
Lovely environment food is just meh,neutral,3.0,google,Little Elephant,Ipoh
Great food. I like their creative menu. Their pastas are something to experience. My experience however was marred by the presence of noisy diners and the music was a tad loud. I have to say though that i went to this place just after,positive,4.0,google,Vin's Restaurant,Petaling Jaya
Good service but mediocre food taste,neutral,3.0,google,Lim Ko Pi,Ipoh
"Came here for dessert the sago gula Melaka after having lunch at Chocha cafe nearby , the air conditioner not really working here as it's hot & stuffy inside the cafe . I came here before for lunch some months ago and it was not so hot . We waited for almost 30 minutes for our desserts , that's kind of long .",neutral,3.0,google,Old China Cafe,KL
"This restaurant needs a major revamp on all levels: menu, decoration, furniture, tableware, everything. Everything you look at is either damaged or dirty. Only the staff was OK. The food was very ordinary, the spring rolls were not crispy, the beef was not good quality meat. In summary, the dishes did not even look appetizing before we even tasted the food. The presentation was amateurish. We will not return.",negative,1.0,tripadvisor,"Chakri Palace, KLCC",KL
Service was good but the price is unreasonable with the food. food was also meh except for the daging kicap.,negative,1.0,google,Cili Kampung,Langkawi
"Excellent food, great service, attentive staff.",positive,5.0,google,"Favola , Le Méridien Kuala Lumpur",KL
Nice food,positive,4.0,google,Restorante Bella Italia Pizzeria,Penang
"It was our last leg of our journey around Malaysia when we spent three days in Kuala Lumpur. We had lunch or dinner at this amazing restaurant run by a veteran who seems to be keeping an eye on every guest ensuring closest care by his ever-smiling assistants. The best dish to order for is Laksa. I had the opportunity to taste Laksa, a Malaysian dish, at various restaurants of repute in and around Kuala Lumpur. But, this has that subtle taste which couldn't be found in other places. Next in line is Chicken Rendang, absolutely awesome! Chicken Satay is the other dish fall for. All in all, it was a great discovery and an enjoyable experience. Highly recommended. Located conveniently next to Sheraton Hotel off Jalan Sultan Ismail.",positive,5.0,tripadvisor,Limapulo Baba Can Cook,KL
good food,neutral,3.0,google,Fatty Crab Restaurant 肥佬蟹海鲜楼,Petaling Jaya
"Homemade beef patties seasoning with rosemary, melted cheese, caramelised onions and sauté mushroom are such a great combination of natural flavour without a need in adding any sauces for their beef burger. Their homemade chuck of fries are so deliciously sweet and taste so unprocessed. A must go place!",positive,5.0,tripadvisor,Junk Cafe,Penang
The lobby lounge is a place to relax after a busy day touring KL. The staff are attentive and the live music terrific.,positive,5.0,tripadvisor,Lobby Lounge at Shangri-La Hotel,KL
Food not up to expectations,negative,2.0,google,Restorante Bella Italia Pizzeria,Penang
"Five-star restaurant, so good food is just waiting! Miss sister, I finally realized it. The signature chili crab is one of the dishes! Super like to say! ! Will come again ❤❤",positive,5.0,google,de Cuisine,Kuching
They do good fish and chips. My daughter is 5 and a bit fussy and she didn't enjoy her fish but it seemed fine to me. Maybe a bit dry. On the wholeit was good.,neutral,3.0,google,Blue Reef Fish & Chips,Penang
"My soup was served in a chipped bowl , which went back to the counter and took ages to return. I had also requested it warmed but it  was sitting on the counter and that didn't help nor my reminder where was my soup. This is not the first time in that restaurant without any incident, I have better places to have a meal.",negative,2.0,google,"Ăn Viet, Gurney Plaza | Vietnamese Food Restaurant",Penang
"Food is not bad but  the soy sauce too salty, suggest use more quality brand for sauce. Sake price too pricey..",neutral,3.0,google,Ishin Japanese Dining,Petaling Jaya
"We feel like going in a communist underground tunnel tu as the access to different rooms is complicated but you will get a blow of your mind as each of the room and uniquely decorated with different theme and is very nice. There are a lot of vintage items and we are surprise by a dentist chair inside! Nice place to chillax with friends. The food is a bit pricey but in big portion, if you are not keen on fine dining, getting a Fisherman Basket is a good idea, RM40 and you can share between 3 persons. Pizza is good and if you are adventurous, try the Smoke Duck Pizza. I am sure you will go home with smile.",neutral,3.0,tripadvisor,The Junk,Kuching
"Famous hakka mee, taste ok and price reasonable.",neutral,3.0,google,Paris restaurant hakka mee stall,Ipoh
Hello. My name is Coach Hasril bin Noordin. I write to complain on your bad service at Pavilion outlet. I called one Mr Lim at hp no 0125787842 twice but he did not answer my call. I asked your restaurant manager for her name three times but she refused to give her name until I persisted she gave her name as Audrey. What kind of training you give your staff that blatantly does not obliged customer request. I also SMS Mr Lim to lodge the complained and for him to call me. Unfortunately he did not reply #badservice #dollydimsum #lousyservice #coachhasril #pavilionoutlet,negative,1.0,tripadvisor,"Dolly Dim Sum, Pavilion Elite",KL
